,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fairness NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fairbess NOMA Pairs,Fixed NOMA Outage
0,49.327704347025985,88.52571840363736,88.52571840363736,49.32770434702599,49.327704347025985,0,3,3,0,8
1,37.29550709286637,83.30223164099272,86.13718615068167,67.47794571465384,37.295507092866366,1,3,4,0,8
2,50.28880001071549,78.18560809811487,81.00962629144067,67.92902103408342,55.65694144451001,2,3,4,2,5
3,52.61105420792111,78.63207360173288,79.9052970332865,93.21812566093041,60.98522543920666,3,3,4,1,4
4,35.36987278343681,83.0330342297928,83.96128835452572,79.38829492689725,52.583741525693796,2,3,4,1,6
5,33.90267998070995,78.22368038621835,80.31977828257752,64.85596620722754,34.9957474255965,1,3,4,1,7
6,25.03533368275892,60.20701577497201,64.43984936959772,39.46538904004136,28.57220148402584,2,4,4,1,5
7,59.86399484550853,68.12114533232347,68.12114533232347,59.93001590281439,61.24342110408545,1,2,2,1,5
8,70.0565311550295,82.6895679982131,82.6895679982131,70.0565311550295,70.0565311550295,0,2,2,0,7
9,61.6238047953723,74.31360000994295,74.31360000994295,61.6238047953723,59.149545976547145,0,2,2,1,6
10,50.67567583253316,80.77818265244673,81.77818265244673,57.671086933793454,55.74534870331057,1,3,3,1,6
11,46.91224206608668,78.66947830689871,81.47626134792044,67.98559773368677,44.91224206608668,2,2,4,1,6
12,54.74286704549763,81.93524733635635,82.06856598089261,54.74286704549763,54.74286704549763,0,3,4,0,9
13,84.22006100030492,95.49561065214084,95.49561065214084,84.22006100030492,84.22006100030492,0,2,2,0,7
14,61.95168931374434,86.85375982407929,89.358213127471,103.23554238345379,74.59376962852325,3,3,3,1,4
15,42.51349902023821,66.568378309148,67.85837529685786,43.25510467766356,42.5134990202382,1,3,4,0,7
16,61.26890951387113,85.6834733391548,85.6834733391548,61.26890951387112,61.26890951387112,0,2,2,0,7
17,32.99013704422515,58.801867866632534,62.761411484567816,58.05726963996487,36.52747271724117,3,4,5,2,5
18,47.902166154100215,75.5009422094749,76.96400955314198,103.94834805518794,57.62581574935302,4,4,4,2,3
19,51.129884300776276,72.94138215052598,72.94138215052598,51.129884300776276,51.129884300776276,0,3,3,0,8
20,41.199724310583846,51.562638334431846,51.562638334431846,55.790778137969724,46.66442621226821,2,2,2,1,4
21,51.39004363230438,77.67621012463255,77.67621012463255,51.39004363230438,51.39004363230438,0,4,4,0,9
22,35.87135986965822,59.16790676295087,65.87584826738981,47.21935766330965,36.240362240757946,2,4,4,1,6
23,31.718642587035305,72.32787008618772,74.89401040041103,31.880018298684174,31.71864258703531,1,4,4,0,8
24,27.266961581805386,49.21181099680676,50.14163960588749,56.1133870617548,29.366288696939073,3,3,4,2,4
25,39.01068909179184,69.90277533747297,69.963479184595,44.34034141821672,52.60638133951841,1,3,4,1,7
26,34.92314742519523,78.26038178450239,79.80262962115472,56.9256196280134,46.51848918183423,2,4,4,1,5
27,45.034558786162755,77.67414342180021,78.43798822422485,45.03455878616276,42.03455878616276,0,3,4,1,8
28,30.196871657295073,63.906994273667685,65.60846446841447,30.196871657295073,30.196871657295073,0,3,4,0,9
29,29.776358469547585,52.64081074190196,52.64081074190196,91.32217097001686,36.705533017023726,2,3,3,2,4
30,43.403025463029515,77.78572418894001,78.78572418894001,53.18791201455351,53.5463925583755,2,3,3,1,5
31,49.02279186423921,82.56929110121206,84.56929110121206,49.02279186423921,52.33603152148669,0,3,3,1,7
32,30.07946027586153,69.01957051105816,69.01957051105816,30.514692264444793,30.07946027586153,1,3,3,0,7
33,41.62186161165138,64.92844284724502,67.91070122221709,64.99980188474044,44.95263297683394,2,4,4,1,6
34,20.30333203204161,49.55851144518594,49.55851144518594,36.119495322842454,22.840991404029864,2,5,5,1,7
35,58.02894556454982,79.02481151459617,79.02481151459617,63.633405381681065,65.67625520688263,1,2,2,1,5
36,32.404533308615015,70.21994372316703,72.41502772054973,67.62894912893725,33.7897373641866,3,4,4,1,5
37,52.87782333671228,82.575238306293,82.575238306293,57.91537165627413,52.87782333671228,1,3,3,0,7
38,51.087200675846425,83.83212511048002,83.83212511048002,51.08720067584642,51.087200675846425,0,3,3,0,8
39,26.67988490064617,69.24350446866015,69.53533408211615,29.67793753454894,40.650802684141496,2,4,4,1,6
40,32.10198159940198,78.69727232512285,78.69727232512285,37.90070093134512,40.3159926698314,1,4,4,1,6
41,61.839738973853,92.57130903022215,92.57130903022215,61.379156227147256,84.68351483521653,1,2,2,1,5
42,50.3785563158747,78.44944474399827,78.44944474399827,50.36048341561861,63.115430517075325,1,2,2,1,5
43,46.23267554739266,88.94285186911193,88.94285186911193,46.23267554739266,46.23267554739267,0,4,4,0,9
44,23.286703971898607,76.21891259218334,76.21891259218334,23.275572701428093,23.28670397189861,1,4,4,0,8
45,34.117416641255375,67.7988662307664,67.7988662307664,34.11741664125538,34.618999165366816,0,3,3,1,7
46,49.10149954464243,84.7147130194524,84.71471301945239,85.12032280753357,58.2055872807321,2,3,3,1,5
47,58.72720128392067,77.87559568502445,79.46502779884496,75.25112651569559,58.72720128392067,1,2,3,0,7
48,36.228585723671046,81.67750315796187,81.67750315796187,36.228585723671046,36.228585723671046,0,4,4,0,9
49,83.67618434706402,95.53966490185866,96.9416972387817,103.42517308427512,91.38132841153511,1,2,2,1,5
50,60.83275257791314,84.62959849178083,84.62959849178083,60.83275257791314,60.83275257791314,0,3,3,0,8
51,36.98497913463742,68.92556924626282,71.31430467037222,60.97242197612459,41.24137070541137,3,4,4,1,5
52,55.18730313752189,80.65583024140619,80.65583024140619,60.77457330347489,55.18730313752189,1,4,4,0,8
53,35.50494595569619,69.81028567981873,69.81028567981873,38.49977915036932,35.50494595569619,1,3,3,0,7
54,42.87313969816181,66.11123585498675,69.22092892650856,48.809996593140426,39.87313969816181,1,3,3,1,6
55,41.405215051975006,75.4984407765813,76.98605822276843,61.1100927422807,41.405215051975,1,4,4,0,8
56,51.081889466817046,78.13991655555192,78.99037790372971,51.081889466817046,51.081889466817046,0,2,3,0,8
57,55.10689407318142,75.41393804224839,75.41393804224839,61.5871056427993,55.10689407318143,1,2,2,0,6
58,64.6989917275382,87.04733029723799,87.04733029723799,67.40308767063098,81.09280527943051,1,2,2,1,5
59,21.976428104063427,71.20054260869838,71.20054260869838,22.52043091154661,23.976070054877432,1,4,4,1,6
60,36.28331808396213,68.84162220532923,70.91474221219752,43.5586292723894,36.28331808396213,1,3,4,0,8
61,37.369016766585354,69.921433218285,71.921433218285,54.70468175950323,41.44325020159482,3,4,4,2,4
62,36.83413562450222,79.12828883769187,81.23811987466325,78.12492213708082,43.16668128978572,2,4,4,1,6
63,89.9809680266062,104.82626515824828,104.82626515824828,89.9809680266062,89.9809680266062,0,2,2,0,7
64,40.833423750028004,68.36894572088525,72.41092998725645,43.427836008025665,38.53623185770744,1,3,4,1,7
65,48.31329707171936,76.1248713261612,77.1248713261612,53.75716907106841,52.977962977503964,1,4,4,1,7
66,62.158905919456444,87.48814451559132,87.48814451559132,91.64259385307766,62.95999556496745,1,3,3,1,6
67,31.083995820268672,73.56755217736587,73.96979549293032,36.44540258021109,31.08399582026867,1,3,4,0,8
68,47.02106955561117,91.36887235697725,91.36887235697725,79.482824740347,56.031574372004,2,3,3,1,5
69,44.20911103260849,79.51202745224546,79.51202745224546,44.20911103260849,44.20911103260849,0,3,3,0,8
70,28.201440175781205,59.435872298399886,60.55839452107279,57.48422070907935,28.201440175781205,2,3,4,0,6
71,48.535014617726254,75.45323296803237,75.45323296803235,54.46360554428396,51.243778819931414,1,3,3,1,6
72,23.957167218045477,53.23980276687104,58.26094865927274,38.387713243391836,25.305579563469205,3,3,4,1,4
73,57.13441523417816,75.5539361368415,75.5539361368415,57.13441523417816,57.13441523417816,0,2,2,0,7
74,36.31459584000386,62.227335830533384,64.22733583053338,41.977005187273704,45.58581042397211,1,4,4,2,6
75,55.82956655127008,75.41698648057147,76.01953962554403,72.89605761780213,52.82956655127008,1,3,4,1,7
76,26.53106566238872,62.004504264219676,63.004504264219676,60.19851449716482,30.802094918886432,4,4,4,2,3
77,23.79436765652544,81.2697680638306,81.2697680638306,24.69975267962356,44.36096325333349,1,5,5,1,8
78,42.13004725237665,70.83513817828666,72.61973266944526,49.997881349616904,46.51669974384168,2,4,3,1,5
79,69.60876434244305,83.0310218580728,83.0310218580728,69.60876434244305,69.60876434244305,0,2,2,0,7
80,63.6687358901783,77.52088034813097,78.52088034813097,64.35131610245848,63.812744876052946,1,3,3,1,6
81,36.7219123769973,75.0620652973864,76.49110073077094,58.999400087513635,45.62482492354664,3,4,4,2,4
82,44.95544562948942,65.54581507831064,67.23402230681869,55.50225333397951,47.142874349201406,2,2,3,1,5
83,58.419696161988796,83.87684351845735,83.87684351845735,64.69550675480178,58.4196961619888,1,2,2,0,6
84,38.730867262179046,68.4896888102272,68.4896888102272,40.437058133333096,38.730867262179046,1,3,3,0,7
85,46.29110946728993,77.05410176984039,79.09886998042143,59.650697680723304,46.29110946728993,1,3,3,0,7
86,26.823526562141605,66.89106520601041,67.89106520601041,56.66341241011048,31.682121206397603,1,4,4,1,6
87,58.0772873055208,61.432483384072654,66.60874541206142,68.12458130414868,58.07728730552079,1,1,4,0,8
88,54.42108005917116,71.16294944767378,73.86478205840498,60.048476752463614,54.672304037551825,1,3,3,1,6
89,60.46990481687096,79.54643657638994,79.54643657638994,59.829213978976185,68.48873769219315,1,3,3,1,6
90,34.07419024278442,54.568255295918554,54.568255295918554,49.07272764972199,34.70238114273597,1,4,4,1,7
91,56.49743627572859,83.55533540623179,83.55533540623179,56.49743627572859,56.497436275728596,0,3,3,0,7
92,32.89210095721959,67.7954873080434,67.7954873080434,32.8921009572196,32.89210095721959,0,3,3,0,8
93,59.204247196961575,80.8857640408638,83.86104629164437,75.9245188754196,64.59753073987551,2,3,4,1,6
94,56.29680421180006,78.69950508903541,78.69950508903541,69.40333735744022,61.74918800941686,2,3,3,1,5
95,39.75988577970741,78.4849629455699,80.05737452292715,49.25422873604445,44.43411577998834,1,3,4,1,7
96,37.085547263218764,70.08127731498617,70.29866552952464,44.431325196612875,32.085547263218764,2,3,4,2,5
