,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fairness NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fairbess NOMA Pairs,Fixed NOMA Outage
0,114.23662580208233,202.8196313880803,202.8196313880803,149.22216875105363,106.70330563402914,2,6,6,2,12
1,165.48867470128693,264.5639162148219,264.5639162148219,213.02239772850302,209.36794944502424,2,8,8,4,17
2,143.42144365878303,267.7264109799872,270.8779188289208,158.42121725391476,129.82738217451057,1,9,10,6,18
3,145.61141731107253,239.8673271076165,239.86732710761652,148.5443993020067,98.05891338110592,2,8,8,6,15
4,157.5307970779922,259.7196022809353,262.63725904542946,177.34571910865392,135.73846300030056,2,8,9,5,17
5,146.5786799770291,270.8858540790858,271.4329540487966,165.61907710481717,132.36983098291864,3,8,8,4,16
6,162.40282152695318,223.46187264660765,223.46187264660762,218.88448250521242,126.91620093531117,3,9,9,6,15
7,129.70368488210667,269.4317178048858,272.3863053792114,142.97350893952753,112.01607830203497,2,12,12,3,22
8,170.67373937788182,250.26410835884488,250.2641083588449,215.05137839377815,154.40278711846184,1,7,7,4,17
9,166.95185508902392,277.5920662424396,277.5920662424396,187.7298002332786,163.37079909196802,1,10,10,2,22
10,169.802232893279,269.62784431178443,269.62784431178443,169.802232893279,147.8049630803328,0,8,8,2,21
11,144.6497826758192,238.39457417299712,238.39457417299712,144.6497826758192,149.87122483201927,0,11,11,1,25
12,148.3998905233477,288.2317347567981,291.66953876523655,176.90558729065762,169.8958903886413,3,11,10,5,17
13,124.76098665488115,227.76799826237422,228.71988930386988,154.8715971914308,151.07851626970015,3,10,11,4,19
14,134.20564662052152,258.69707962140774,260.8969971309267,153.4943211550016,121.35330080519341,3,11,11,5,18
15,191.35425035241795,260.1581584042115,260.1581584042115,191.35425035241792,168.50996961812677,0,10,10,3,22
16,138.43112788842592,219.49198416521457,219.71881616122016,144.90821588279175,56.42614045292767,3,10,11,7,16
17,143.27949343424552,239.04710707243936,239.04710707243936,206.49040384576654,166.26281562992034,2,8,8,4,17
18,116.20480214624142,245.65494199760371,247.38587586361652,184.03289979531925,66.81210626868412,4,9,10,5,16
19,159.99603381337246,260.56563973964387,263.54203366360474,196.83909189996402,150.68427422177254,1,9,10,1,23
20,134.6357350194191,265.62239427659557,265.62239427659557,190.012928453944,74.02197449296293,3,11,11,6,17
21,194.61977712663386,271.58495464509275,271.58495464509275,201.16365132430903,161.639284621052,1,7,7,4,17
22,168.56667188442987,236.92296357714997,236.92296357714994,168.5666718844298,158.56667188442987,0,8,8,1,22
23,188.09898219106103,291.9316426359104,291.9316426359104,188.098982191061,188.09898219106105,0,10,10,0,25
24,139.9517486909861,246.07176454984116,246.0717645498412,277.6104900888068,165.22902537600794,5,9,9,7,12
25,180.86616140294632,276.8082281790851,276.8082281790851,181.81639228471505,205.1970539046523,1,7,7,3,18
26,197.12572857356602,303.4824415671769,306.0711051494387,265.85006015092176,224.14841835462295,4,8,8,4,15
27,173.0097240668041,258.55833266956324,258.56822017541106,185.30538462502113,157.19431619711207,2,7,7,2,18
28,140.0343316612555,229.5142493107282,229.90164194902934,212.9843363858917,88.9550953914151,4,9,9,8,12
29,159.9363140343631,267.5608304855091,268.90312850623275,182.45479093456294,161.1620995571757,2,9,8,3,18
