,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,8.0,25.19864166784224,0.0,0.0,12.805403310534238,13.00661890395026,9.214808222766793,0.0,9.214808222766793,0.0,9.214808222766793,9.214808222766793,9.214808222766793,9.214808222766793,9.214808222766793,10.214806011807934,9.214808222766793,11.214807895801455,9.214808222766793,11.214700605985742,9.214808222766793,0.0,0.0,9.214808222766793,9.214808222766793,9.214808222766793,0.0,0.0,9.214808222766793,9.214808222766793,10.214787971404128,0.0,9.214808222766793,9.214808222766793,9.214808222766793,0.0,25.174125061982984,9.214808222766793,9.214808222766793,9.214808222766793,9.214808222766793,9.908862844834813,9.214808222766793,0.0,9.214808222766793,9.214808222766793,0.0,0.0,9.214808222766793,0.0
1,0.0,16.0,0.0,0.0,0.0,0.0,31.68387566979573,0.0,31.68387566979573,0.0,31.68387566979573,31.68387566979573,31.68387566979573,31.68387566979573,31.68387566979573,29.374621656541354,31.68387566979573,32.4709826485371,31.68387566979573,24.91957842363878,31.68387566979573,0.0,0.0,31.68387566979573,31.68387566979573,31.68387566979573,0.0,0.0,31.68387566979573,31.68387566979573,26.31519086150395,0.0,31.68387566979573,31.68387566979573,31.68387566979573,0.0,0.0,31.68387566979573,31.68387566979573,31.68387566979573,31.68387566979573,0.0,31.68387566979573,0.0,31.68387566979573,31.68387566979573,0.0,0.0,31.68387566979573,0.0
2,0.0,21.246544708760574,2.0,19.25793283020479,9.218336085517729,9.233659791687222,5.247558120345539,5.285437476306802,5.247558120345539,6.776289931829366,5.247558120345539,5.247558120345539,5.247558120345539,5.247558120345539,5.247558120345539,6.2475579824766365,5.247558120345539,7.247558099956953,5.247558120345539,7.247551409449214,5.247558120345539,5.926351172127056,5.6905174355042725,5.247558120345539,5.247558120345539,5.247558120345539,7.1067993195208885,3.5818733864186862,5.247558120345539,5.247558120345539,6.247556857522626,6.245778042295347,5.247558120345539,5.247558120345539,5.247558120345539,0.0,21.24498742352369,5.247558120345539,5.247558120345539,5.247558120345539,5.247558120345539,6.226461501066228,5.247558120345539,8.46135170821733,5.247558120345539,5.247558120345539,5.868471817436633,0.0,5.247558120345539,13.05033411340441
3,0.0,0.0,0.0,16.0,0.0,0.0,19.63794083351912,0.0,19.63794083351912,0.0,19.63794083351912,19.63794083351912,19.63794083351912,19.63794083351912,19.63794083351912,20.634903235887972,19.63794083351912,21.637491218692798,19.63794083351912,21.497037252090614,19.63794083351912,0.0,0.0,19.63794083351912,19.63794083351912,19.63794083351912,0.0,0.0,19.63794083351912,19.63794083351912,20.610353802924667,0.0,19.63794083351912,19.63794083351912,19.63794083351912,0.0,0.0,19.63794083351912,19.63794083351912,19.63794083351912,19.63794083351912,0.0,19.63794083351912,0.0,19.63794083351912,19.63794083351912,0.0,0.0,19.63794083351912,0.0
4,0.0,30.127510293589353,0.0,0.0,4.0,15.709687541331714,14.726948027103774,0.0,14.726948027103774,0.0,14.726948027103774,14.726948027103774,14.726948027103774,14.726948027103774,14.726948027103774,15.72684696212446,14.726948027103774,16.726933080778707,14.726948027103774,16.72203678120544,14.726948027103774,6.624054304439748,7.290397959582212,14.726948027103774,14.726948027103774,14.726948027103774,0.0,0.0,14.726948027103774,14.726948027103774,15.726022577216096,0.0,14.726948027103774,14.726948027103774,14.726948027103774,0.0,29.52067163516221,14.726948027103774,14.726948027103774,14.726948027103774,14.726948027103774,12.166405269986669,14.726948027103774,9.67128859925445,14.726948027103774,14.726948027103774,7.937070283142152,0.0,14.726948027103774,15.966879078684254
5,0.0,30.744027841123824,0.0,0.0,14.775230955218834,4.0,15.806746170007651,0.0,15.806746170007651,0.0,15.806746170007651,15.806746170007651,15.806746170007651,15.806746170007651,15.806746170007651,16.80653254906914,15.806746170007651,17.806714576926225,15.806746170007651,17.79638447868097,15.806746170007651,6.624717695679132,7.292565714056384,15.806746170007651,15.806746170007651,15.806746170007651,0.0,0.0,15.806746170007651,15.806746170007651,16.804790669593935,0.0,15.806746170007651,15.806746170007651,15.806746170007651,0.0,29.894638334286032,15.806746170007651,15.806746170007651,15.806746170007651,15.806746170007651,12.23228966261075,15.806746170007651,9.672689804041507,15.806746170007651,15.806746170007651,7.940481352707678,0.0,15.806746170007651,15.973881585739345
6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,21.295925808716383,5.2587616537410415,19.26922709084662,9.266718506725098,9.282582213755447,5.2969754760610535,2.0,5.2969754760610535,6.783994631708788,5.2969754760610535,5.2969754760610535,5.2969754760610535,5.2969754760610535,5.2969754760610535,6.296975333257967,5.2969754760610535,7.296975454942781,5.2969754760610535,7.296968524989281,5.2969754760610535,5.945127031917886,5.723490694832922,5.2969754760610535,5.2969754760610535,5.2969754760610535,7.116834776396127,3.588438114509983,5.2969754760610535,5.2969754760610535,6.296974168043038,6.2507021506843685,5.2969754760610535,5.2969754760610535,5.2969754760610535,0.0,21.29431286151111,5.2969754760610535,5.2969754760610535,5.2969754760610535,5.2969754760610535,6.275129518857958,5.2969754760610535,8.489237983299684,5.2969754760610535,5.2969754760610535,5.906007213230202,0.0,5.2969754760610535,13.093169273850762
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,22.940014404873594,0.0,0.0,10.849085201177644,10.89798932630886,6.943356071047274,0.0,6.943356071047274,4.0,6.943356071047274,6.943356071047274,6.943356071047274,6.943356071047274,6.943356071047274,7.943355616065507,6.943356071047274,8.943356003762807,6.943356071047274,8.943333924505016,6.943356071047274,6.371428321841567,6.589937620127312,6.943356071047274,6.943356071047274,6.943356071047274,0.0,0.0,6.943356071047274,6.943356071047274,7.943351903603597,0.0,6.943356071047274,6.943356071047274,6.943356071047274,0.0,22.934889829593057,6.943356071047274,6.943356071047274,6.943356071047274,6.943356071047274,7.874874834941524,6.943356071047274,9.181629353196973,6.943356071047274,6.943356071047274,6.949326244567159,0.0,6.943356071047274,14.37441634138997
