,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fixed NOMA Outage
0,53.53631090165845,100.02588615969496,106.28379567980902,53.536310901658446,0,4,4,4
1,53.53631090165845,100.02588615969496,106.28379567980902,53.536310901658446,0,4,4,4
2,53.53631090165845,100.02588615969496,106.28379567980902,53.536310901658446,0,4,4,4
3,52.353670729027215,76.50204301549007,78.19286831125487,57.44429541077939,1,4,4,3
4,68.84513405495207,91.39570460307891,91.39570460307891,68.84513405495207,0,3,3,3
5,32.537666129535424,80.16887825944464,81.16887825944464,42.56605519748702,1,4,4,3
6,49.34068635423783,86.57532915300284,88.32004276338851,63.79627467861931,1,4,4,3
7,50.206667008109804,73.02057867669158,79.0299911531944,60.004816343327086,1,4,4,3
8,52.502359057846576,95.08526139149315,95.08526139149315,103.5535346105186,3,4,4,1
9,49.07895444949338,84.44734842335691,84.4473484233569,49.07895444949339,0,3,3,3
10,59.30752935272758,93.6306863567926,93.6306863567926,63.098741319547194,2,3,3,1
11,42.18717664799366,68.25544985209103,70.11029348859415,55.94784101065373,2,3,3,1
12,63.31496995758611,73.13011498915672,77.47316044895555,82.56945630198273,2,2,2,0
13,47.41719584295212,86.79542454526268,88.67050336349878,88.14833354153929,2,4,4,2
14,61.759110437487834,91.95341545566487,95.50304081815723,90.80069132186382,2,3,3,1
15,47.01514254329956,84.39136007732962,88.02328796181882,66.21550809477054,1,4,4,3
16,55.974864186293004,88.8641353967094,89.98506021545327,73.20136176070181,2,4,4,2
17,47.14036632782987,89.23265646463783,89.23265646463783,74.01246821747496,2,4,4,2
18,45.247450864358065,96.23556942554463,100.23556942554461,58.5793686734261,1,4,4,3
19,60.67333068932021,82.87016145304695,87.1423667095628,69.38418624973015,1,4,4,3
20,31.972332203688143,84.19506225577862,85.59542795578969,47.51101314531729,2,4,4,2
21,48.936328292305674,89.26768778655565,95.29844894026502,64.09756710720595,1,4,4,3
22,73.40511604784285,82.59674882476445,82.59674882476445,73.40511604784285,0,2,2,2
23,49.83068048455995,78.03644761991272,83.71064097262537,49.830680484559956,0,4,4,4
24,51.206716505859575,99.35587462434933,100.46832637120652,65.7879081211388,1,4,4,3
25,63.79534402997879,90.10566655745728,91.8012467774197,78.36188845397534,1,3,3,2
26,64.05752169626368,94.7515626406603,96.11544082131417,81.86566106751462,1,3,3,2
27,42.710672601057794,85.41172321029785,87.41172321029784,82.72014590455674,3,4,4,1
