,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fairness NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fairbess NOMA Pairs,Fixed NOMA Outage
0,119.56321187639787,214.89796121234264,215.89796121234264,122.13992078588562,90.39548670284837,1,7,7,4,12
1,139.23499831895884,214.04117365682424,214.04117365682424,154.22608989079342,126.66714605984794,1,5,5,1,13
2,110.48705455679573,207.39617931342912,207.39617931342912,127.07496553307976,140.83430058254248,3,7,7,4,10
3,103.62031234271232,167.33038058292584,168.6583897882096,118.98093293727095,104.85051397687609,1,5,5,3,11
4,89.57456882027105,188.6974511882531,190.71655755548963,96.45508340027033,82.00948886569364,2,7,7,4,11
5,151.8791898056582,197.8572055545174,197.8572055545174,196.44583995318902,122.80221609276286,2,3,3,3,8
6,84.53982900476967,186.60882292271538,192.2387980926517,153.1295732778508,68.34735417512363,3,8,8,3,12
7,81.83019586478511,193.1350418599131,203.98443612537312,165.25055486241897,55.85326757648833,5,8,8,5,8
8,87.47491367371835,177.05682670215631,186.9788316752343,104.17709814219644,83.00962644462984,1,6,6,2,13
9,86.81933534779407,186.54647224549655,191.1554896204767,150.1898765151767,86.62547907988235,4,8,8,4,9
10,114.13428276511384,172.7396969165547,173.7396969165547,135.685134706305,69.69576640823723,3,6,6,7,6
11,88.91976942978533,188.96092206618226,188.96092206618226,91.49672605780029,71.84450051953041,1,7,7,2,14
12,99.13610010424351,207.13928435404483,207.631505414784,208.0790263839102,107.89785667560075,5,7,7,7,5
13,136.79866340075313,173.65268750406938,173.65268750406938,183.9150709412875,121.30418008071766,3,6,6,4,9
14,104.17454476081363,203.67429070780543,206.140491890726,141.592509982249,142.90080610507846,2,8,8,4,12
15,172.8638595490587,211.23822924886355,211.49938169505592,184.1385136696687,145.3711810541659,1,5,5,2,12
16,125.3819378309731,232.57521339136474,235.11634580647512,138.51776244173365,109.13347694599568,2,7,8,2,14
17,132.42778097013564,233.01942334987228,234.1764775224832,167.57941819674937,98.11250515590177,3,6,6,4,9
18,109.89564000463406,180.22205369864804,180.22205369864804,124.3918616429547,77.89564000463406,1,7,7,2,14
19,105.01793541161061,181.55462822811603,183.29463298293882,125.5165162036273,96.26729560908107,2,6,6,4,10
20,122.09404545699134,188.18761011239025,188.18761011239025,122.09404545699135,122.09404545699135,0,5,5,0,15
21,108.72899647468847,188.07891365943132,188.07891365943132,173.06188834415153,91.82816021886583,3,7,7,3,11
22,142.12051990628774,208.40194655770017,208.40194655770017,188.0828245180527,113.0607628903021,2,5,5,4,9
23,155.76253347162822,224.83137319257554,228.88935233346132,191.71573181967995,117.32949934539852,2,5,5,4,9
24,125.72670789347524,197.64946264003763,205.36196704162978,153.18485562363168,105.92915435174152,1,6,6,2,13
25,145.73886904193776,221.985246175371,221.985246175371,244.68477137969597,190.2135604903013,3,5,5,4,8
26,100.18615405898652,175.11480449550382,175.11480449550382,199.8063497378007,71.76088689286067,3,6,6,3,10
27,135.1240295085587,179.8895112722782,179.8895112722782,173.7422349944457,127.7515830042658,1,4,4,3,10
28,139.09321835417734,217.13556306667508,217.13556306667508,139.09321835417734,126.83389221556018,0,6,6,2,14
29,158.76935279699023,216.43346517517602,216.43346517517602,184.92082371614623,108.11898433772227,1,4,4,3,10
30,125.42983244317617,188.19832627288264,188.19832627288267,125.42983244317618,125.42983244317617,0,7,7,0,17
31,156.3062664713362,203.0482247311984,203.57316103116028,181.2346103304102,147.3062664713362,1,5,6,1,14
32,94.64950560848973,168.1795118743651,168.1795118743651,94.64950560848975,104.80508558560085,0,8,8,3,15
33,120.2845444991209,203.46051792728235,207.46051792728235,153.40094692575047,141.5184527226965,3,6,6,3,10
34,135.52419499229887,175.18480284299397,175.4485724160255,174.0264131173755,56.37408638919978,2,3,3,5,6
35,120.38455739166608,203.98320230306646,203.98320230306646,188.54793033132688,131.5583702309097,4,5,5,4,7
36,109.48098936994185,194.03517336285944,194.03517336285944,115.85483682158403,130.00965859831,1,6,6,1,14
37,139.33677664751443,194.80694419161892,196.8828676674617,160.54210501583364,114.37358677339259,1,7,7,2,14
38,120.3804593438736,186.41548592841784,186.41548592841784,145.04759279389387,114.19509263011949,2,6,6,4,10
39,170.73953537991576,226.81779266322104,226.81779266322104,184.9502498921648,162.7543282112403,1,4,4,1,12
40,96.67132083170685,174.41903021950174,174.8157735460224,212.79140511675186,57.48029705423627,3,5,6,4,9
41,93.62779507250906,192.7842049998286,209.23430913306635,115.36289570299661,81.4923834604451,2,8,8,4,12
42,95.24816087340743,204.05002094547015,204.05002094547015,111.22289500400413,109.5330869621929,2,8,8,2,14
43,180.13571032542643,226.79639847701,226.79639847701003,209.43998376866986,175.13571032542643,1,5,5,1,13
44,108.24635713781622,166.14812343197232,168.4696415466375,151.99061646720978,98.67384869639244,2,6,7,3,12
45,104.50794796572627,194.54891359318063,194.54891359318063,104.50794796572629,102.34261196531699,0,8,8,3,15
46,152.09678856479246,186.19618853595858,186.19618853595858,182.9635217677417,86.10735120519429,1,5,5,3,11
47,165.29645759681546,206.62298048286297,206.62298048286297,200.9320697549582,87.675709229184,1,4,4,4,9
48,98.45102726141378,202.36096002533867,205.1331861554467,117.79615433108542,127.69821822044474,2,7,7,4,11
49,102.70935685136365,183.02184951398607,186.74668831319272,102.70935685136365,122.50780233815752,0,7,7,1,16
50,82.74903572279518,193.58388472986428,196.43233314448304,101.50311568236468,89.8441047248051,2,8,8,4,11
51,101.51662219267645,185.90362974993508,185.90362974993508,150.37040826472827,51.53768594534694,4,7,7,8,5
52,164.32293024463107,214.49070280626864,216.130287137486,172.03966594071372,167.4671753539885,1,5,5,1,13
53,144.63276140084676,206.176847908276,212.27541286918034,144.63276140084676,140.63276140084673,0,6,7,1,16
54,123.67416703233825,209.4437222763639,212.85108421337208,159.3280807583554,104.72680785829964,2,7,8,2,14
55,132.85194841057842,197.83892871534073,197.83892871534073,132.42697038202013,128.85194841057842,1,6,6,1,14
56,139.23431662311998,204.30964100006716,204.30964100006716,139.23431662311998,139.23431662311998,0,5,5,0,15
57,94.19609105992521,199.14222201217518,199.14222201217518,94.03515958572,75.36195912238665,1,6,6,1,14
58,133.7105427249281,207.53542157828994,207.53542157828994,145.583041957861,106.61886436200186,1,7,7,3,13
59,132.85317769735875,174.169754941275,174.169754941275,185.68533207755522,120.61801196931081,1,5,5,1,13
60,158.5866987711054,210.98717070259636,210.98717070259636,260.57562984794856,68.28892251326312,3,4,4,4,7
61,113.11926122864263,199.94483391523377,200.9664518073697,143.25490207995938,108.07876883813793,3,7,6,5,8
62,149.37709552193414,184.73364959881272,184.73364959881272,196.16781300368896,140.69028886246016,2,2,2,4,6
63,167.43039499557105,213.21620098814623,213.21620098814623,167.43039499557105,167.43039499557102,0,3,3,0,13
