,2088,2094,2082,2084,2092,2090,2096,2100,2002,2018,2012,2004,2034,2014,2024,2032,2040,2038,2020,2036,2010,2030,2026,2048,2050,2046,2054,2060,2066,2056,2068,2072,2042,2058,2070,2062,2044,2074,2064,2052,2076,2078,2080,2008,2016,2028,2006,2022,2098,2086
demanda,8.0,16.0,2.0,16.0,4.0,4.0,8.0,2.0,16.0,4.0,16.0,32.0,16.0,16.0,16.0,1.0,32.0,2.0,1.0,2.0,8.0,2.0,1.0,16.0,8.0,8.0,4.0,1.0,1.0,8.0,1.0,4.0,16.0,32.0,1.0,4.0,16.0,32.0,32.0,32.0,16.0,1.0,8.0,4.0,8.0,16.0,1.0,4.0,32.0,8.0
canal,-190.26797824027892,-122.62203044629159,-202.31912480093132,-158.88391288359344,-173.6676291470994,-170.41702845738115,-219.59977729556164,-202.16641200654402,-228.00799482314798,-197.13384756885438,-195.1626283603176,-181.21498136280786,-177.38599869475667,-181.2805321935446,-206.94484073810284,-132.12204279075996,-207.5092931880514,-119.05003794139708,-219.25907276779742,-144.22398226020897,-218.1231409913011,-199.30520612822934,-199.05162217018525,-219.52951711876847,-204.14243738515012,-202.49593761046353,-195.8856787030865,-209.59883263575801,-217.91859271882996,-202.62819980830983,-141.74080584339154,-199.01531614978842,-230.3733608940886,-136.68711615962513,-215.44052999917653,-201.22688669849174,-126.6670248388738,-192.3287028677688,-193.0692698563166,-200.29637271559096,-208.9799944481678,-184.00130033631783,-201.15910228355477,-189.15879876433968,-193.4428570524155,-221.00429130405647,-197.09782886157998,-202.00289968328218,-208.8413656257004,-169.9118083361219
distancia,109.79996240853254,57.28919624390368,93.23246779030674,136.09954154495242,22.1573709610325,141.47587034556946,147.09902846749327,117.34778945679184,63.60600160809472,25.44393913887115,56.11586938032662,73.43820000994747,137.5545471503409,134.8308522154595,59.72427235321604,98.86656769349537,35.77520416278388,46.11096288618127,52.26129146627364,54.65614673340818,67.0831551414667,49.6457076561017,115.87964222225042,106.91677571876235,93.95650967311431,133.66616125347971,123.20945989906944,92.59123004857867,93.50956336467829,85.56674657612814,111.06267413027005,42.923746195561776,49.661120085235744,93.76311261713884,12.000614469768518,105.52434385609197,36.628127214382474,71.58395977912735,134.39861894515852,13.274589182308345,98.20445731269355,118.95218646895955,60.105147683369765,119.29272537646666,105.19016085326793,84.68847174462623,128.80231204923774,53.68687448686934,75.50002217282247,53.287739668954906
