,OMA Sum rate,Architecture Sum rate,Fixed NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Fixed NOMA Outage
422,66.68027675665856,85.48507962931141,66.68027675665856,0,1,1
423,74.62821376133475,78.49397318939056,74.62821376133476,0,3,3
424,28.82512179832795,30.0057806713343,33.14828706616906,1,1,0
425,28.82512179832795,30.0057806713343,33.14828706616906,1,1,0
426,52.23021080049429,82.65282066941678,60.77368674212771,1,3,2
427,43.2467574804497,88.79064147065937,49.10751127476113,2,3,1
428,43.2467574804497,88.79064147065937,49.10751127476113,2,3,1
429,32.80173107689149,36.101165796346685,32.80173107689149,0,1,1
430,32.80173107689149,36.101165796346685,32.80173107689149,0,1,1
431,23.173792008088213,47.81437930721478,62.908180468657136,2,2,0
432,37.47849919753822,37.47849919753822,37.47849919753821,0,0,0
433,33.20918246409525,47.67065237370394,33.20918246409525,0,1,1
434,64.55030925158673,64.55030925158673,64.55030925158673,0,0,0
435,64.55030925158673,64.55030925158673,64.55030925158673,0,0,0
436,36.793103338788185,36.793103338788185,36.793103338788185,0,0,0
