,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fixed NOMA Outage
0,100.93487875112989,179.35040659347462,179.35040659347462,110.30717707556414,2,7,7,5
1,100.93487875112989,179.35040659347462,179.35040659347462,110.30717707556414,2,7,7,5
2,117.8451208098869,133.5641924600718,133.5641924600718,117.84512080988691,0,2,2,2
3,62.18005872977406,141.2722498474899,141.7061494563728,76.63089313787962,2,7,8,6
4,114.92471643884149,140.70439680344995,140.70439680344995,119.10892150396698,1,4,4,3
5,100.30205903695011,147.92250689032636,153.84469291493167,119.19768582678017,3,6,7,4
6,117.68731020573568,129.70818788138143,129.70818788138143,117.68731020573568,0,3,3,3
7,96.01543330458705,151.52221743802363,151.52221743802363,96.01543330458703,0,5,5,5
8,97.03895992555064,151.816933190798,151.816933190798,97.03895992555063,0,6,6,6
9,120.51355551140271,153.67878781897127,153.67878781897127,128.8645263444799,1,4,4,3
10,103.15215804404774,134.4605517093293,135.7000157599845,109.91165287126002,1,5,5,4
11,91.42714005773723,123.48028322301988,123.48028322301988,106.23247912083201,1,5,5,4
12,87.5804218917699,155.4716241889663,157.75014272729783,87.5804218917699,0,6,7,7
13,99.32158480734547,127.99049968847208,127.99049968847208,99.3340107657362,1,5,5,4
14,93.95789522204657,159.36646154065653,159.36646154065653,128.1509496769637,1,5,5,4
15,113.65009234841894,132.54823876906704,132.54823876906704,114.08288402390892,1,2,2,1
16,87.50845959483561,152.87452601104795,152.87452601104795,87.50845959483563,0,7,7,7
17,85.44804333285467,133.34116400149532,133.34116400149534,115.8259576089548,1,6,6,5
18,129.25196921941443,173.16419353510554,173.16419353510554,160.0480644692568,2,4,4,2
19,92.64370305409184,143.23145492531918,143.23145492531918,98.41076430584124,2,5,5,3
20,120.87946450043212,143.452772684936,143.452772684936,120.87946450043212,0,3,3,3
21,72.85615586571214,136.92832307188553,136.92832307188553,155.95754405221416,3,6,6,3
22,106.97701996351104,162.7420414275865,162.7420414275865,137.57524384952973,3,4,4,1
23,108.04786524030875,149.4279699754284,149.4279699754284,108.04786524030875,0,7,7,7
24,94.93541820334141,134.61398480324854,134.61398480324854,177.3177208870262,2,4,4,2
25,104.75375311441537,153.06379921104303,153.15758628264507,121.83472308064128,2,4,5,3
26,74.74148911946057,146.43565384937287,150.48637380962901,124.62135942451397,3,7,7,4
27,84.15104074852664,135.0673579762444,135.0673579762444,84.87821294362236,1,5,5,4
28,115.06621787769349,152.19558307547587,152.19558307547584,115.06621787769348,0,5,5,5
29,103.27677746662467,162.8470703476294,162.8470703476294,110.9976407702135,1,6,6,5
30,90.2217702334263,146.42475879978383,146.42475879978383,97.08621068712188,1,7,7,6
31,82.49766214897836,123.32292885988632,123.32292885988633,95.89774868364867,2,5,5,3
32,93.34091722909945,137.94920813291827,137.94920813291827,117.51605641905545,2,5,5,3
33,85.49728602279673,147.17375525044298,147.17375525044298,92.43571367072332,1,5,5,4
34,103.04255649471926,147.58834966361906,147.58834966361906,134.67318907298002,2,6,6,4
35,88.55472944787792,149.65878637051134,151.3786335920271,148.47479567280493,2,5,5,3
36,56.585504751097034,126.97945419586321,127.8083436422265,100.12096543446509,4,6,7,3
37,132.60866183167946,143.4381691845843,143.4381691845843,147.589664200095,1,2,2,1
38,108.94835393590479,144.845348479799,144.845348479799,108.9483539359048,0,2,2,2
39,104.37068106198842,144.90224708740732,144.90224708740732,106.95057243670301,1,4,4,3
40,78.57820530376975,147.35029898931242,147.35029898931242,80.5941041564684,2,6,6,4
41,72.04465938889375,110.6637120168721,110.6637120168721,157.23743007328898,3,5,5,2
42,94.95496997613162,152.40405619304858,152.40405619304855,104.90221915328152,1,8,8,7
43,72.32136747580871,121.07485685559048,121.07485685559048,148.81158100102618,3,7,7,4
44,107.4094861890939,126.55199880171641,126.55199880171641,107.40948618909391,0,4,4,4
45,75.45152003924005,136.98177821324686,138.9828995130606,105.05719449681477,3,7,8,5
46,98.31764202721612,163.70628103932648,163.70628103932648,110.21795940447133,1,6,6,5
47,88.36557383208412,158.71220912704803,158.71220912704803,120.02827366486689,1,6,6,5
48,90.29924024603349,143.83930681579088,146.00271222689474,161.5441451810867,3,6,6,3
49,53.88894896247235,140.40356597807624,141.66520236128727,61.122744352424725,3,8,7,4
50,132.1866777146247,176.26412691141454,176.26412691141454,132.1866777146247,0,5,5,5
51,148.12550877571692,165.0056631870708,165.0056631870708,148.12550877571692,0,3,3,3
52,118.881850994116,146.50973419246475,146.50973419246475,138.3409342894761,1,3,3,2
53,108.17796583684927,157.55734713331913,163.11800342764414,108.17796583684927,0,5,7,7
54,110.53923681606662,166.7736163621194,170.37267637001247,110.53923681606662,0,5,5,5
55,62.26866298211676,139.52565471551145,139.52565471551145,96.44591843699736,2,6,6,4
56,96.82879715677919,156.59380808222093,157.49452535943385,139.92343182646894,3,7,6,3
57,64.78526327687888,132.89438043264352,137.37586905938403,134.52715974894357,3,7,8,5
58,77.06155059441858,121.48238693091919,121.48238693091919,92.5398627692951,2,5,5,3
59,96.40386856210986,129.229211811659,129.229211811659,157.93004389179535,2,4,4,2
60,121.83882201591622,161.45463289832185,162.93419255188272,128.61810754630744,1,6,6,5
61,65.52682558475911,118.81030837195311,118.81030837195311,75.88501568663541,1,6,6,5
62,89.31354028257344,144.2465118005166,144.2465118005166,138.11190880018006,3,6,6,3
63,78.43785914343296,147.429484778595,148.12362433647235,105.09780078935123,3,6,6,3
64,75.27053292323791,162.0510514654398,162.0510514654398,141.73170812004923,3,8,8,5
65,86.65286471333138,135.41471787009522,135.41471787009522,92.96675064006824,1,7,7,6
66,56.20442952073743,143.1268970214473,145.5286365470967,132.78290668766425,5,8,8,3
67,96.04586045565746,157.51121557187918,158.03082218719055,96.04586045565746,0,7,8,8
68,88.661275934411,143.25455126256776,144.53691384298378,95.30396551451365,2,7,7,5
69,97.05754920632904,140.5858128662486,142.40509733472987,108.92744531431164,2,6,6,4
70,117.9017494875967,140.31676544520275,140.31676544520275,118.58399220880224,1,5,5,4
71,86.42532229181515,130.88957014951689,131.8498950557946,93.32938259562684,1,5,5,4
72,75.68203816466112,149.08030915782248,149.08030915782248,171.1325100900358,5,7,7,2
73,71.22605077390696,135.45068995835692,135.45068995835692,104.05500377090057,3,6,6,3
74,64.84044294969192,116.34400888326927,116.34400888326927,104.97998290340541,2,6,6,4
75,93.92051092471978,135.75390435386868,135.7539043538687,96.50397482155441,2,4,4,2
76,121.24485544482161,146.59809456335375,146.59809456335375,136.91452495293916,1,3,3,2
77,98.49646659173028,153.06229349075213,153.06229349075213,98.49646659173028,0,6,6,6
78,120.07952141498164,157.65042343668438,157.65042343668438,123.06907049384569,1,3,3,2
79,125.72573442268984,138.29131810978666,138.29131810978666,154.77761447189388,2,2,2,0
80,98.31788878601864,167.87854373036697,170.27274280912374,181.4516493910641,4,6,6,2
81,81.75164284342372,140.82230412786305,140.82230412786305,83.59105772954976,1,7,7,6
82,95.662939868316,146.3578218237223,146.35782182372233,141.4776680749392,2,7,7,5
