,OMA Sum rate,Architecture Sum rate,Baseline Sum rate,Fixed NOMA Sum rate,Fixed NOMA Pairs,NOMA Pairs,Baseline NOMA Pairs,Fixed NOMA Outage
0,223.77984703473817,359.2176376410548,365.8227712278226,243.62228701332674,3,13,14,11
1,223.77984703473817,359.2176376410548,365.8227712278226,243.62228701332674,3,13,14,11
2,202.86210600604394,365.41810535424264,371.0668872783274,217.8653799360635,2,13,13,11
3,191.11156274808906,340.9960839004781,345.47897185019536,242.9360346548083,4,15,15,11
4,202.03231205198108,350.86393744082847,356.99967624101026,231.3044656411458,3,12,13,10
5,196.90094475324727,347.4581902765839,347.4581902765839,213.99163128817588,3,13,13,10
6,190.9747600831962,285.499371004111,285.499371004111,224.13358224575666,1,10,10,9
7,196.12294728456038,303.1488884206858,305.2112388480872,257.05299155071174,3,12,12,9
8,209.4639445421308,365.0432259615578,367.0102349650016,227.73298064555374,2,13,13,11
9,178.6701780048998,328.9936203189318,328.9936203189318,246.17441770992295,4,12,12,8
10,173.09240768297337,344.0776391087936,346.1410977892783,182.08955258799713,3,13,13,10
11,227.5376819489467,347.04649829843527,350.7700169058711,245.55384470935567,2,13,14,12
12,185.0262471401938,315.07519813145075,317.86892206311154,229.49876956755037,4,14,13,9
13,233.61279380654116,337.35042222294686,342.64129512666926,292.3687082223739,3,12,13,10
14,200.01531154744424,334.038881191208,334.8645465779109,220.92503945816568,3,14,14,11
15,182.62325495233557,282.2171790487571,282.21717904875703,212.41312995184163,3,9,9,6
16,220.61214893039443,313.3458097576017,313.3458097576017,293.03385518151026,3,11,11,8
17,210.92707462786464,346.8542341914756,347.60487894290463,210.9270746278646,0,12,13,13
18,227.5899672719152,335.25131936723415,336.2127076840196,233.00436274986257,1,11,11,10
19,186.15524589290996,357.1807861947252,365.2943935267324,297.9105767543296,7,14,14,7
20,292.4646892261935,372.95851970458233,372.95851970458233,355.8546673364287,3,10,10,7
21,234.46894740536317,363.08590719544253,363.08590719544253,330.83048883529636,3,11,11,8
22,229.67184099677337,328.13251696768975,328.13251696768975,261.5659868540894,4,10,10,6
23,185.99489914031824,287.5856577703069,287.5856577703069,211.16162469948844,1,10,10,9
24,185.7358950795844,321.9897477746433,322.35847104610355,192.69980930358233,2,14,13,11
25,239.0299877968041,366.8638710818071,370.7850036320775,298.5013556322172,4,13,13,9
26,188.99964329985792,298.21943657744174,299.39634318402875,270.456788696994,3,11,11,8
27,167.72666849294413,342.756721465924,344.63523682729834,227.5725603569515,5,16,16,11
28,218.3123027833172,363.81384949489706,363.81384949489706,236.18614879945952,1,13,13,12
29,229.86995802973877,346.07258012404185,346.10661402070525,353.0093859023043,4,13,13,9
30,219.9153011510009,379.96740171662464,385.3633065383806,219.91530115100088,0,13,13,13
31,223.89741694582318,297.7342349359137,297.7342349359137,223.89741694582318,0,9,9,9
32,175.06991365725028,344.1782135504912,344.1782135504912,204.4796249588441,3,14,14,11
33,162.7385230282896,315.40195528465085,329.96081298354306,224.40951309876246,4,16,16,12
34,169.7504689183997,324.4976483569533,325.5819604313256,327.34995986529634,8,13,13,5
35,248.15768286628875,358.7037958209693,358.7037958209693,315.8056840112431,2,10,10,8
36,201.48814568100306,350.4110708205492,350.46612800872884,264.4571657174577,4,11,11,7
37,236.0402226116336,319.09531814565787,319.09531814565787,236.0402226116336,0,9,9,9
38,236.0402226116336,319.09531814565787,319.09531814565787,236.0402226116336,0,9,9,9
39,236.0402226116336,319.09531814565787,319.09531814565787,236.0402226116336,0,9,9,9
40,228.05660622415297,337.1877258823139,337.1877258823139,243.5571377810067,1,9,9,8
41,194.51837613679737,340.9649502212109,340.9649502212109,228.34076658573716,3,12,12,9
42,226.31471138473623,335.2321109097843,335.2321109097843,276.90308141813466,3,10,10,7
43,206.807637455342,363.7223489431302,363.7223489431302,239.216489613014,3,12,12,9
44,205.69781131238423,318.83966043124474,319.18841140161186,257.2809953080194,3,12,13,10
45,205.69781131238423,318.83966043124474,319.18841140161186,257.2809953080194,3,12,13,10
46,230.1465245212634,345.73314134512043,345.73314134512043,254.4889973674657,3,10,10,7
47,209.71044812901053,311.9828847461894,313.10113934342905,228.20052417505528,2,11,11,9
48,209.71044812901053,311.9828847461894,313.10113934342905,228.20052417505528,2,11,11,9
49,230.53539206641037,343.4872191958724,343.4872191958724,237.68187133996983,1,10,10,9
50,220.2115953872319,298.3865430877004,298.3865430877004,251.62980789082192,2,11,11,9
51,194.2593289749711,344.3248757823676,344.8702130713036,254.4269635419746,4,14,15,11
52,201.59840648586763,320.67313635988717,324.34022422604403,217.80500402975315,3,12,13,10
